,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
168,on,how,to,TO,lowercase,to,WRB,lowercase,how,IN,B-tim,wednesday,NNP,B-geo,vienna,NNP,capitalized,Vienna,capitalized,Wednesday,8,lowercase,on,O
169,how,to,respond,VB,lowercase,respond,TO,lowercase,to,WRB,O,on,IN,B-tim,wednesday,NNP,capitalized,Wednesday,lowercase,on,8,lowercase,how,O
170,to,respond,to,TO,lowercase,to,VB,lowercase,respond,TO,O,how,WRB,O,on,IN,lowercase,on,lowercase,how,8,lowercase,to,O
171,respond,to,iran,NNP,capitalized,Iran,TO,lowercase,to,VB,O,to,TO,O,how,WRB,lowercase,how,lowercase,to,8,lowercase,respond,O
172,to,iran,'s,POS,other,'s,NNP,capitalized,Iran,TO,O,respond,VB,O,to,TO,lowercase,to,lowercase,respond,8,lowercase,to,O
173,iran,'s,resumpt,NN,lowercase,resumption,POS,other,'s,NNP,O,to,TO,O,respond,VB,lowercase,respond,lowercase,to,8,capitalized,Iran,B-gpe
174,'s,resumpt,of,IN,lowercase,of,NN,lowercase,resumption,POS,B-gpe,iran,NNP,O,to,TO,lowercase,to,capitalized,Iran,8,other,'s,O
175,resumpt,of,low-level,JJ,contains-hyphen,low-level,IN,lowercase,of,NN,O,'s,POS,B-gpe,iran,NNP,capitalized,Iran,other,'s,8,lowercase,resumption,O
176,of,low-level,uranium,NN,lowercase,uranium,JJ,contains-hyphen,low-level,IN,O,resumpt,NN,O,'s,POS,other,'s,lowercase,resumption,8,lowercase,of,O
177,low-level,uranium,convers,NN,lowercase,conversion,NN,lowercase,uranium,JJ,O,of,IN,O,resumpt,NN,lowercase,resumption,lowercase,of,8,contains-hyphen,low-level,O
178,uranium,convers,.,.,punct,.,NN,lowercase,conversion,NN,O,low-level,JJ,O,of,IN,lowercase,of,contains-hyphen,low-level,8,lowercase,uranium,O
179,convers,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,uranium,NN,O,low-level,JJ,contains-hyphen,low-level,lowercase,uranium,8,lowercase,conversion,O
180,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,convers,NN,O,uranium,NN,lowercase,uranium,lowercase,conversion,8,punct,.,O
181,iran,this,week,NN,lowercase,week,DT,lowercase,this,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,9,capitalized,Iran,B-gpe
182,this,week,restart,VBD,lowercase,restarted,NN,lowercase,week,DT,B-gpe,iran,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Iran,9,lowercase,this,O
183,week,restart,part,NNS,lowercase,parts,VBD,lowercase,restarted,NN,O,this,DT,B-gpe,iran,NNP,capitalized,Iran,lowercase,this,9,lowercase,week,O
184,restart,part,of,IN,lowercase,of,NNS,lowercase,parts,VBD,O,week,NN,O,this,DT,lowercase,this,lowercase,week,9,lowercase,restarted,O
185,part,of,the,DT,lowercase,the,IN,lowercase,of,NNS,O,restart,VBD,O,week,NN,lowercase,week,lowercase,restarted,9,lowercase,parts,O
186,of,the,convers,NN,lowercase,conversion,DT,lowercase,the,IN,O,part,NNS,O,restart,VBD,lowercase,restarted,lowercase,parts,9,lowercase,of,O
187,the,convers,process,NN,lowercase,process,NN,lowercase,conversion,DT,O,of,IN,O,part,NNS,lowercase,parts,lowercase,of,9,lowercase,the,O
188,convers,process,at,IN,lowercase,at,NN,lowercase,process,NN,O,the,DT,O,of,IN,lowercase,of,lowercase,the,9,lowercase,conversion,O
189,process,at,it,PRP$,lowercase,its,IN,lowercase,at,NN,O,convers,NN,O,the,DT,lowercase,the,lowercase,conversion,9,lowercase,process,O
190,at,it,isfahan,NNP,capitalized,Isfahan,PRP$,lowercase,its,IN,O,process,NN,O,convers,NN,lowercase,conversion,lowercase,process,9,lowercase,at,O
191,it,isfahan,nuclear,JJ,lowercase,nuclear,NNP,capitalized,Isfahan,PRP$,O,at,IN,O,process,NN,lowercase,process,lowercase,at,9,lowercase,its,O
192,isfahan,nuclear,plant,NN,lowercase,plant,JJ,lowercase,nuclear,NNP,O,it,PRP$,O,at,IN,lowercase,at,lowercase,its,9,capitalized,Isfahan,B-geo
193,nuclear,plant,.,.,punct,.,NN,lowercase,plant,JJ,B-geo,isfahan,NNP,O,it,PRP$,lowercase,its,capitalized,Isfahan,9,lowercase,nuclear,O
194,plant,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,nuclear,JJ,B-geo,isfahan,NNP,capitalized,Isfahan,lowercase,nuclear,9,lowercase,plant,O
195,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,plant,NN,O,nuclear,JJ,lowercase,nuclear,lowercase,plant,9,punct,.,O
196,iranian,offici,say,VBP,lowercase,say,NNS,lowercase,officials,JJ,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,10,capitalized,Iranian,B-gpe
197,offici,say,they,PRP,lowercase,they,VBP,lowercase,say,NNS,B-gpe,iranian,JJ,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Iranian,10,lowercase,officials,O
198,say,they,expect,VBP,lowercase,expect,PRP,lowercase,they,VBP,O,offici,NNS,B-gpe,iranian,JJ,capitalized,Iranian,lowercase,officials,10,lowercase,say,O
199,they,expect,to,TO,lowercase,to,VBP,lowercase,expect,PRP,O,say,VBP,O,offici,NNS,lowercase,officials,lowercase,say,10,lowercase,they,O
200,expect,to,get,VB,lowercase,get,TO,lowercase,to,VBP,O,they,PRP,O,say,VBP,lowercase,say,lowercase,they,10,lowercase,expect,O
201,to,get,access,NN,lowercase,access,VB,lowercase,get,TO,O,expect,VBP,O,they,PRP,lowercase,they,lowercase,expect,10,lowercase,to,O
202,get,access,to,TO,lowercase,to,NN,lowercase,access,VB,O,to,TO,O,expect,VBP,lowercase,expect,lowercase,to,10,lowercase,get,O
203,access,to,seal,JJ,lowercase,sealed,TO,lowercase,to,NN,O,get,VB,O,to,TO,lowercase,to,lowercase,get,10,lowercase,access,O
204,to,seal,sensit,JJ,lowercase,sensitive,JJ,lowercase,sealed,TO,O,access,NN,O,get,VB,lowercase,get,lowercase,access,10,lowercase,to,O
205,seal,sensit,part,NNS,lowercase,parts,JJ,lowercase,sensitive,JJ,O,to,TO,O,access,NN,lowercase,access,lowercase,to,10,lowercase,sealed,O
206,sensit,part,of,IN,lowercase,of,NNS,lowercase,parts,JJ,O,seal,JJ,O,to,TO,lowercase,to,lowercase,sealed,10,lowercase,sensitive,O
207,part,of,the,DT,lowercase,the,IN,lowercase,of,NNS,O,sensit,JJ,O,seal,JJ,lowercase,sealed,lowercase,sensitive,10,lowercase,parts,O
208,of,the,plant,NN,lowercase,plant,DT,lowercase,the,IN,O,part,NNS,O,sensit,JJ,lowercase,sensitive,lowercase,parts,10,lowercase,of,O
209,the,plant,wednesday,NNP,capitalized,Wednesday,NN,lowercase,plant,DT,O,of,IN,O,part,NNS,lowercase,parts,lowercase,of,10,lowercase,the,O
210,plant,wednesday,",",",",punct,",",NNP,capitalized,Wednesday,NN,O,the,DT,O,of,IN,lowercase,of,lowercase,the,10,lowercase,plant,O
211,wednesday,",",after,IN,lowercase,after,",",punct,",",NNP,O,plant,NN,O,the,DT,lowercase,the,lowercase,plant,10,capitalized,Wednesday,B-tim
212,",",after,an,DT,lowercase,an,IN,lowercase,after,",",B-tim,wednesday,NNP,O,plant,NN,lowercase,plant,capitalized,Wednesday,10,punct,",",O
213,after,an,iaea,NNP,uppercase,IAEA,DT,lowercase,an,IN,O,",",",",B-tim,wednesday,NNP,capitalized,Wednesday,punct,",",10,lowercase,after,O
214,an,iaea,surveil,NN,lowercase,surveillance,NNP,uppercase,IAEA,DT,O,after,IN,O,",",",",punct,",",lowercase,after,10,lowercase,an,O
215,iaea,surveil,system,NN,lowercase,system,NN,lowercase,surveillance,NNP,O,an,DT,O,after,IN,lowercase,after,lowercase,an,10,uppercase,IAEA,B-org
216,surveil,system,begin,VBZ,lowercase,begins,NN,lowercase,system,NN,B-org,iaea,NNP,O,an,DT,lowercase,an,uppercase,IAEA,10,lowercase,surveillance,O
217,system,begin,function,VBG,lowercase,functioning,VBZ,lowercase,begins,NN,O,surveil,NN,B-org,iaea,NNP,uppercase,IAEA,lowercase,surveillance,10,lowercase,system,O
218,begin,function,.,.,punct,.,VBG,lowercase,functioning,VBZ,O,system,NN,O,surveil,NN,lowercase,surveillance,lowercase,system,10,lowercase,begins,O
219,function,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,VBG,O,begin,VBZ,O,system,NN,lowercase,system,lowercase,begins,10,lowercase,functioning,O
220,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,function,VBG,O,begin,VBZ,lowercase,begins,lowercase,functioning,10,punct,.,O
221,the,step,will,MD,lowercase,will,NN,lowercase,step,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,11,capitalized,The,O
222,step,will,allow,VB,lowercase,allow,MD,lowercase,will,NN,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,11,lowercase,step,O
223,will,allow,the,DT,lowercase,the,VB,lowercase,allow,MD,O,step,NN,O,the,DT,capitalized,The,lowercase,step,11,lowercase,will,O
224,allow,the,facil,NN,lowercase,facility,DT,lowercase,the,VB,O,will,MD,O,step,NN,lowercase,step,lowercase,will,11,lowercase,allow,O
225,the,facil,to,TO,lowercase,to,NN,lowercase,facility,DT,O,allow,VB,O,will,MD,lowercase,will,lowercase,allow,11,lowercase,the,O
226,facil,to,oper,VB,lowercase,operate,TO,lowercase,to,NN,O,the,DT,O,allow,VB,lowercase,allow,lowercase,the,11,lowercase,facility,O
227,to,oper,at,IN,lowercase,at,VB,lowercase,operate,TO,O,facil,NN,O,the,DT,lowercase,the,lowercase,facility,11,lowercase,to,O
228,oper,at,full,JJ,lowercase,full,IN,lowercase,at,VB,O,to,TO,O,facil,NN,lowercase,facility,lowercase,to,11,lowercase,operate,O
229,at,full,capac,NN,lowercase,capacity,JJ,lowercase,full,IN,O,oper,VB,O,to,TO,lowercase,to,lowercase,operate,11,lowercase,at,O
230,full,capac,.,.,punct,.,NN,lowercase,capacity,JJ,O,at,IN,O,oper,VB,lowercase,operate,lowercase,at,11,lowercase,full,O
231,capac,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,full,JJ,O,at,IN,lowercase,at,lowercase,full,11,lowercase,capacity,O
232,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,capac,NN,O,full,JJ,lowercase,full,lowercase,capacity,11,punct,.,O
233,the,european,union,NNP,capitalized,Union,NNP,capitalized,European,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,12,capitalized,The,O
234,european,union,",",",",punct,",",NNP,capitalized,Union,NNP,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,12,capitalized,European,B-org
235,union,",",with,IN,lowercase,with,",",punct,",",NNP,B-org,european,NNP,O,the,DT,capitalized,The,capitalized,European,12,capitalized,Union,I-org
236,",",with,u.s.,NNP,abbreviation,U.S.,IN,lowercase,with,",",I-org,union,NNP,B-org,european,NNP,capitalized,European,capitalized,Union,12,punct,",",O
237,with,u.s.,back,NN,lowercase,backing,NNP,abbreviation,U.S.,IN,O,",",",",I-org,union,NNP,capitalized,Union,punct,",",12,lowercase,with,O
238,u.s.,back,",",",",punct,",",NN,lowercase,backing,NNP,O,with,IN,O,",",",",punct,",",lowercase,with,12,abbreviation,U.S.,B-gpe
239,back,",",has,VBZ,lowercase,has,",",punct,",",NN,B-gpe,u.s.,NNP,O,with,IN,lowercase,with,abbreviation,U.S.,12,lowercase,backing,O
240,",",has,threaten,VBN,lowercase,threatened,VBZ,lowercase,has,",",O,back,NN,B-gpe,u.s.,NNP,abbreviation,U.S.,lowercase,backing,12,punct,",",O
241,has,threaten,to,TO,lowercase,to,VBN,lowercase,threatened,VBZ,O,",",",",O,back,NN,lowercase,backing,punct,",",12,lowercase,has,O
242,threaten,to,refer,VB,lowercase,refer,TO,lowercase,to,VBN,O,has,VBZ,O,",",",",punct,",",lowercase,has,12,lowercase,threatened,O
243,to,refer,iran,NNP,capitalized,Iran,VB,lowercase,refer,TO,O,threaten,VBN,O,has,VBZ,lowercase,has,lowercase,threatened,12,lowercase,to,O
244,refer,iran,to,TO,lowercase,to,NNP,capitalized,Iran,VB,O,to,TO,O,threaten,VBN,lowercase,threatened,lowercase,to,12,lowercase,refer,O
245,iran,to,the,DT,lowercase,the,TO,lowercase,to,NNP,O,refer,VB,O,to,TO,lowercase,to,lowercase,refer,12,capitalized,Iran,B-gpe
246,to,the,u.n.,NNP,abbreviation,U.N.,DT,lowercase,the,TO,B-gpe,iran,NNP,O,refer,VB,lowercase,refer,capitalized,Iran,12,lowercase,to,O
247,the,u.n.,secur,NNP,capitalized,Security,NNP,abbreviation,U.N.,DT,O,to,TO,B-gpe,iran,NNP,capitalized,Iran,lowercase,to,12,lowercase,the,O
248,u.n.,secur,council,NNP,capitalized,Council,NNP,capitalized,Security,NNP,O,the,DT,O,to,TO,lowercase,to,lowercase,the,12,abbreviation,U.N.,B-org
249,secur,council,",",",",punct,",",NNP,capitalized,Council,NNP,B-org,u.n.,NNP,O,the,DT,lowercase,the,abbreviation,U.N.,12,capitalized,Security,I-org
250,council,",",which,WDT,lowercase,which,",",punct,",",NNP,I-org,secur,NNP,B-org,u.n.,NNP,abbreviation,U.N.,capitalized,Security,12,capitalized,Council,I-org
251,",",which,could,MD,lowercase,could,WDT,lowercase,which,",",I-org,council,NNP,I-org,secur,NNP,capitalized,Security,capitalized,Council,12,punct,",",O
252,which,could,impos,VB,lowercase,impose,MD,lowercase,could,WDT,O,",",",",I-org,council,NNP,capitalized,Council,punct,",",12,lowercase,which,O
253,could,impos,sanction,NNS,lowercase,sanctions,VB,lowercase,impose,MD,O,which,WDT,O,",",",",punct,",",lowercase,which,12,lowercase,could,O
254,impos,sanction,if,IN,lowercase,if,NNS,lowercase,sanctions,VB,O,could,MD,O,which,WDT,lowercase,which,lowercase,could,12,lowercase,impose,O
255,sanction,if,it,PRP,lowercase,it,IN,lowercase,if,NNS,O,impos,VB,O,could,MD,lowercase,could,lowercase,impose,12,lowercase,sanctions,O
256,if,it,find,VBZ,lowercase,finds,PRP,lowercase,it,IN,O,sanction,NNS,O,impos,VB,lowercase,impose,lowercase,sanctions,12,lowercase,if,O
257,it,find,tehran,NNP,capitalized,Tehran,VBZ,lowercase,finds,PRP,O,if,IN,O,sanction,NNS,lowercase,sanctions,lowercase,if,12,lowercase,it,O
258,find,tehran,has,VBZ,lowercase,has,NNP,capitalized,Tehran,VBZ,O,it,PRP,O,if,IN,lowercase,if,lowercase,it,12,lowercase,finds,O
259,tehran,has,violat,VBN,lowercase,violated,VBZ,lowercase,has,NNP,O,find,VBZ,O,it,PRP,lowercase,it,lowercase,finds,12,capitalized,Tehran,B-gpe
260,has,violat,the,DT,lowercase,the,VBN,lowercase,violated,VBZ,B-gpe,tehran,NNP,O,find,VBZ,lowercase,finds,capitalized,Tehran,12,lowercase,has,O
261,violat,the,nuclear,NNP,capitalized,Nuclear,DT,lowercase,the,VBN,O,has,VBZ,B-gpe,tehran,NNP,capitalized,Tehran,lowercase,has,12,lowercase,violated,O
262,the,nuclear,non-prolifer,NNP,contains-hyphen,Non-Proliferation,NNP,capitalized,Nuclear,DT,O,violat,VBN,O,has,VBZ,lowercase,has,lowercase,violated,12,lowercase,the,O
263,nuclear,non-prolifer,treati,NN,lowercase,treaty,NNP,contains-hyphen,Non-Proliferation,NNP,O,the,DT,O,violat,VBN,lowercase,violated,lowercase,the,12,capitalized,Nuclear,B-art
264,non-prolifer,treati,.,.,punct,.,NN,lowercase,treaty,NNP,B-art,nuclear,NNP,O,the,DT,lowercase,the,capitalized,Nuclear,12,contains-hyphen,Non-Proliferation,I-art
265,treati,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,I-art,non-prolifer,NNP,B-art,nuclear,NNP,capitalized,Nuclear,contains-hyphen,Non-Proliferation,12,lowercase,treaty,O
266,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,treati,NN,I-art,non-prolifer,NNP,contains-hyphen,Non-Proliferation,lowercase,treaty,12,punct,.,O
267,iran,'s,new,JJ,lowercase,new,POS,other,'s,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,13,capitalized,Iran,B-gpe
268,'s,new,presid,NNP,capitalized,President,JJ,lowercase,new,POS,B-gpe,iran,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Iran,13,other,'s,O
269,new,presid,mahmoud,NNP,capitalized,Mahmoud,NNP,capitalized,President,JJ,O,'s,POS,B-gpe,iran,NNP,capitalized,Iran,other,'s,13,lowercase,new,O
270,presid,mahmoud,ahmadinejad,NNP,capitalized,Ahmadinejad,NNP,capitalized,Mahmoud,NNP,O,new,JJ,O,'s,POS,other,'s,lowercase,new,13,capitalized,President,B-per
271,mahmoud,ahmadinejad,said,VBD,lowercase,said,NNP,capitalized,Ahmadinejad,NNP,B-per,presid,NNP,O,new,JJ,lowercase,new,capitalized,President,13,capitalized,Mahmoud,I-per
272,ahmadinejad,said,tuesday,NNP,capitalized,Tuesday,VBD,lowercase,said,NNP,I-per,mahmoud,NNP,B-per,presid,NNP,capitalized,President,capitalized,Mahmoud,13,capitalized,Ahmadinejad,I-per
273,said,tuesday,that,IN,lowercase,that,NNP,capitalized,Tuesday,VBD,I-per,ahmadinejad,NNP,I-per,mahmoud,NNP,capitalized,Mahmoud,capitalized,Ahmadinejad,13,lowercase,said,O
274,tuesday,that,european,JJ,capitalized,European,IN,lowercase,that,NNP,O,said,VBD,I-per,ahmadinejad,NNP,capitalized,Ahmadinejad,lowercase,said,13,capitalized,Tuesday,B-tim
275,that,european,incent,NNS,lowercase,incentives,JJ,capitalized,European,IN,B-tim,tuesday,NNP,O,said,VBD,lowercase,said,capitalized,Tuesday,13,lowercase,that,O
276,european,incent,aim,VBN,lowercase,aimed,NNS,lowercase,incentives,JJ,O,that,IN,B-tim,tuesday,NNP,capitalized,Tuesday,lowercase,that,13,capitalized,European,B-gpe
277,incent,aim,at,IN,lowercase,at,VBN,lowercase,aimed,NNS,B-gpe,european,JJ,O,that,IN,lowercase,that,capitalized,European,13,lowercase,incentives,O
278,aim,at,persuad,VBG,lowercase,persuading,IN,lowercase,at,VBN,O,incent,NNS,B-gpe,european,JJ,capitalized,European,lowercase,incentives,13,lowercase,aimed,O
279,at,persuad,iran,NNP,capitalized,Iran,VBG,lowercase,persuading,IN,O,aim,VBN,O,incent,NNS,lowercase,incentives,lowercase,aimed,13,lowercase,at,O
280,persuad,iran,to,TO,lowercase,to,NNP,capitalized,Iran,VBG,O,at,IN,O,aim,VBN,lowercase,aimed,lowercase,at,13,lowercase,persuading,O
281,iran,to,end,VB,lowercase,end,TO,lowercase,to,NNP,O,persuad,VBG,O,at,IN,lowercase,at,lowercase,persuading,13,capitalized,Iran,B-gpe
282,to,end,it,PRP$,lowercase,its,VB,lowercase,end,TO,B-gpe,iran,NNP,O,persuad,VBG,lowercase,persuading,capitalized,Iran,13,lowercase,to,O
283,end,it,nuclear,JJ,lowercase,nuclear,PRP$,lowercase,its,VB,O,to,TO,B-gpe,iran,NNP,capitalized,Iran,lowercase,to,13,lowercase,end,O
284,it,nuclear,fuel,NN,lowercase,fuel,JJ,lowercase,nuclear,PRP$,O,end,VB,O,to,TO,lowercase,to,lowercase,end,13,lowercase,its,O
285,nuclear,fuel,program,NN,lowercase,program,NN,lowercase,fuel,JJ,O,it,PRP$,O,end,VB,lowercase,end,lowercase,its,13,lowercase,nuclear,O
286,fuel,program,are,VBP,lowercase,are,NN,lowercase,program,NN,O,nuclear,JJ,O,it,PRP$,lowercase,its,lowercase,nuclear,13,lowercase,fuel,O
287,program,are,an,DT,lowercase,an,VBP,lowercase,are,NN,O,fuel,NN,O,nuclear,JJ,lowercase,nuclear,lowercase,fuel,13,lowercase,program,O
288,are,an,insult,NN,lowercase,insult,DT,lowercase,an,VBP,O,program,NN,O,fuel,NN,lowercase,fuel,lowercase,program,13,lowercase,are,O
289,an,insult,to,TO,lowercase,to,NN,lowercase,insult,DT,O,are,VBP,O,program,NN,lowercase,program,lowercase,are,13,lowercase,an,O
290,insult,to,the,DT,lowercase,the,TO,lowercase,to,NN,O,an,DT,O,are,VBP,lowercase,are,lowercase,an,13,lowercase,insult,O
291,to,the,iranian,JJ,capitalized,Iranian,DT,lowercase,the,TO,O,insult,NN,O,an,DT,lowercase,an,lowercase,insult,13,lowercase,to,O
292,the,iranian,nation,NN,lowercase,nation,JJ,capitalized,Iranian,DT,O,to,TO,O,insult,NN,lowercase,insult,lowercase,to,13,lowercase,the,O
293,iranian,nation,.,.,punct,.,NN,lowercase,nation,JJ,O,the,DT,O,to,TO,lowercase,to,lowercase,the,13,capitalized,Iranian,B-gpe
294,nation,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,B-gpe,iranian,JJ,O,the,DT,lowercase,the,capitalized,Iranian,13,lowercase,nation,O
295,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,nation,NN,B-gpe,iranian,JJ,capitalized,Iranian,lowercase,nation,13,punct,.,O
296,two,german,and,CC,lowercase,and,NNS,capitalized,Germans,CD,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,14,capitalized,Two,O
297,german,and,four,CD,lowercase,four,CC,lowercase,and,NNS,O,two,CD,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Two,14,capitalized,Germans,B-gpe
298,and,four,nigerian,JJ,capitalized,Nigerian,CD,lowercase,four,CC,B-gpe,german,NNS,O,two,CD,capitalized,Two,capitalized,Germans,14,lowercase,and,O
299,four,nigerian,oil,NN,lowercase,oil,JJ,capitalized,Nigerian,CD,O,and,CC,B-gpe,german,NNS,capitalized,Germans,lowercase,and,14,lowercase,four,O
300,nigerian,oil,worker,NNS,lowercase,workers,NN,lowercase,oil,JJ,O,four,CD,O,and,CC,lowercase,and,lowercase,four,14,capitalized,Nigerian,B-gpe
301,oil,worker,were,VBD,lowercase,were,NNS,lowercase,workers,NN,B-gpe,nigerian,JJ,O,four,CD,lowercase,four,capitalized,Nigerian,14,lowercase,oil,O
302,worker,were,kidnap,VBN,lowercase,kidnapped,VBD,lowercase,were,NNS,O,oil,NN,B-gpe,nigerian,JJ,capitalized,Nigerian,lowercase,oil,14,lowercase,workers,O
303,were,kidnap,by,IN,lowercase,by,VBN,lowercase,kidnapped,VBD,O,worker,NNS,O,oil,NN,lowercase,oil,lowercase,workers,14,lowercase,were,O
304,kidnap,by,arm,JJ,lowercase,armed,IN,lowercase,by,VBN,O,were,VBD,O,worker,NNS,lowercase,workers,lowercase,were,14,lowercase,kidnapped,O
305,by,arm,milit,NNS,lowercase,militants,JJ,lowercase,armed,IN,O,kidnap,VBN,O,were,VBD,lowercase,were,lowercase,kidnapped,14,lowercase,by,O
306,arm,milit,dure,IN,lowercase,during,NNS,lowercase,militants,JJ,O,by,IN,O,kidnap,VBN,lowercase,kidnapped,lowercase,by,14,lowercase,armed,O
307,milit,dure,a,DT,lowercase,a,IN,lowercase,during,NNS,O,arm,JJ,O,by,IN,lowercase,by,lowercase,armed,14,lowercase,militants,O
308,dure,a,raid,NN,lowercase,raid,DT,lowercase,a,IN,O,milit,NNS,O,arm,JJ,lowercase,armed,lowercase,militants,14,lowercase,during,O
309,a,raid,on,IN,lowercase,on,NN,lowercase,raid,DT,O,dure,IN,O,milit,NNS,lowercase,militants,lowercase,during,14,lowercase,a,O
310,raid,on,a,DT,lowercase,a,IN,lowercase,on,NN,O,a,DT,O,dure,IN,lowercase,during,lowercase,a,14,lowercase,raid,O
